,rid,onset,duration,ts,label
0,0,-0.5,0.0,2,0.0
1,1,15.0,0.0,2,0.0
2,2,15.0,0.5,2,0.0
3,3,30.25,-0.25,2,0.0
4,4,31.25,-0.25,2,0.0
5,5,32.25,-0.25,2,0.0
6,6,33.25,-0.25,2,0.0
7,7,35.5,0.0,2,0.0
8,8,36.0,0.0,2,0.0
9,9,40.0,0.0,2,0.0
10,10,47.0,0.0,2,0.0
11,11,48.0,0.0,2,0.0
12,12,49.0,0.0,2,0.0
13,13,51.5,0.0,2,0.0
14,14,52.0,0.0,2,0.0
15,15,60.5,0.0,2,0.0
16,16,62.5,0.0,2,0.0
17,17,63.0,0.0,2,0.0
18,18,64.5,0.0,2,0.0
19,19,65.0,0.0,2,0.0
20,20,72.0,0.0,2,0.0
21,21,73.0,0.0,2,0.0
22,22,74.0,0.0,2,0.0
23,23,75.0,0.0,2,0.0
24,24,76.5,0.0,2,0.0
25,25,77.0,0.0,2,0.0
26,26,78.5,0.0,2,0.0
27,27,79.5,0.0,2,0.0
28,28,80.5,0.0,2,0.0
29,29,89.0,0.0,2,0.0
30,30,92.5,0.0,2,0.0
31,31,93.0,0.0,2,0.0
32,32,96.5,0.0,2,0.0
33,33,97.0,0.0,2,0.0
34,34,102.5,0.0,2,0.0
35,35,103.0,0.0,2,0.0
36,36,105.0,0.0,2,0.0
37,37,112.5,0.0,2,0.0
38,38,113.0,0.0,2,0.0
39,39,116.5,0.0,2,0.0
40,40,117.0,0.0,2,0.0
41,41,120.5,0.0,2,0.0
42,42,121.0,0.0,2,0.0
43,43,122.5,0.0,2,0.0
44,44,123.0,0.0,2,0.0
45,45,124.5,0.0,2,0.0
46,46,125.0,0.0,2,0.0
47,47,126.5,0.0,2,0.0
48,48,127.0,0.0,2,0.0
49,49,130.5,0.0,2,0.0
50,50,138.0,0.0,2,0.0
51,51,154.5,0.0,2,0.0
52,52,155.0,0.0,2,0.0
53,53,156.5,0.0,2,0.0
54,54,157.0,0.0,2,0.0
55,55,162.0,-0.33333334,2,0.0
56,56,164.0,-0.33333334,2,0.0
57,57,166.0,-0.33333334,2,0.0
58,58,168.0,-0.33333334,2,0.0
59,59,170.0,-0.33333334,2,0.0
60,60,172.5,0.0,2,0.0
61,61,180.0,0.0,2,0.0
62,62,186.0,0.0,2,0.0
63,63,203.0,0.0,2,0.0
64,64,203.5,0.0,2,0.0
65,65,207.0,0.0,2,0.0
66,66,209.0,0.0,2,0.0
67,67,211.0,0.0,2,0.0
68,68,213.0,0.0,2,0.0
69,69,215.0,0.0,2,0.0
70,70,216.5,0.0,2,0.0
71,71,219.0,0.0,2,0.0
72,72,221.0,0.0,2,0.0
73,73,223.0,0.0,2,0.0
74,74,225.0,0.0,2,0.0
75,75,232.0,-0.33333334,2,0.0
76,76,233.0,0.0,2,0.0
77,77,236.0,-0.33333334,2,0.0
78,78,237.0,0.0,2,0.0
79,79,249.0,0.0,2,0.0
80,80,256.5,0.0,2,0.0
81,81,257.0,0.0,2,0.0
82,82,264.5,0.0,2,0.0
83,83,265.0,0.0,2,0.0
84,84,289.0,0.0,2,0.0
85,85,289.0,0.5,2,0.0
86,86,305.0,0.0,2,0.0
87,87,305.0,0.5,2,0.0
88,88,309.0,0.0,2,0.0
89,89,310.5,0.0,2,0.0
90,90,311.0,0.0,2,0.0
91,91,312.5,0.0,2,0.0
92,92,313.0,0.0,2,0.0
93,93,314.5,0.0,2,0.0
94,94,315.0,0.0,2,0.0
95,95,326.0,0.0,2,0.0
96,96,327.0,0.0,2,0.0
97,97,328.0,0.0,2,0.0
98,98,329.0,0.0,2,0.0
99,99,330.5,0.0,2,0.0
100,100,331.0,0.0,2,0.0
101,101,332.5,0.0,2,0.0
102,102,333.5,0.0,2,0.0
103,103,334.5,0.0,2,0.0
104,104,343.0,0.0,2,0.0
105,105,346.5,0.0,2,0.0
106,106,347.0,0.0,2,0.0
107,107,350.5,0.0,2,0.0
108,108,351.0,0.0,2,0.0
109,109,356.5,0.0,2,0.0
110,110,357.0,0.0,2,0.0
111,111,359.0,0.0,2,0.0
112,112,366.5,0.0,2,0.0
113,113,367.0,0.0,2,0.0
114,114,370.5,0.0,2,0.0
115,115,371.0,0.0,2,0.0
116,116,374.5,0.0,2,0.0
117,117,375.0,0.0,2,0.0
118,118,376.5,0.0,2,0.0
119,119,377.0,0.0,2,0.0
120,120,378.5,0.0,2,0.0
121,121,379.0,0.0,2,0.0
122,122,380.5,0.0,2,0.0
123,123,381.0,0.0,2,0.0
124,124,384.5,0.0,2,0.0
125,125,392.0,0.0,2,0.0
126,126,400.5,0.0,2,0.0
127,127,420.5,0.0,2,0.0
128,128,421.0,0.0,2,0.0
129,129,422.5,0.0,2,0.0
130,130,423.0,0.0,2,0.0
131,131,436.0,-0.33333334,2,0.0
132,132,438.0,-0.33333334,2,0.0
133,133,440.0,-0.33333334,2,0.0
134,134,442.0,-0.33333334,2,0.0
135,135,444.0,-0.33333334,2,0.0
136,136,446.5,0.0,2,0.0
137,137,454.0,0.0,2,0.0
138,138,460.0,0.0,2,0.0
139,139,477.0,0.0,2,0.0
