,rid,onset,duration,label
0,0,-0.5,0.0,0.0
1,1,0.0,0.0,0.0
2,2,2.0,0.0,0.0
3,3,8.0,0.0,0.0
4,4,10.0,0.0,0.0
5,5,19.0,0.0,0.0
6,6,34.5,0.0,0.0
7,7,43.0,0.0,0.0
8,8,43.0,0.5,0.0
9,9,46.0,0.0,0.0
10,10,50.0,0.0,0.0
11,11,54.0,0.0,0.0
12,12,56.0,0.0,0.0
13,13,57.0,0.0,0.0
14,14,59.0,0.0,0.0
15,15,60.0,0.0,0.0
16,16,61.0,0.0,0.0
17,17,62.0,0.0,0.0
18,18,62.5,0.0,0.0
19,19,66.0,0.0,0.0
20,20,72.0,0.0,0.0
21,21,75.5,0.0,0.0
22,22,76.5,0.0,0.0
23,23,77.5,0.0,0.0
24,24,78.5,0.0,0.0
25,25,82.5,0.0,0.0
26,26,86.5,0.0,0.0
27,27,94.5,0.0,0.0
28,28,102.5,0.0,0.0
29,29,111.0,0.0,0.0
30,30,111.5,0.0,0.0
31,31,114.0,0.0,0.0
32,32,118.0,0.0,0.0
33,33,122.0,0.0,0.0
34,34,126.0,0.0,0.0
35,35,130.0,0.0,0.0
36,36,134.0,0.0,0.0
37,37,136.0,0.0,0.0
38,38,137.0,0.0,0.0
39,39,138.0,0.0,0.0
40,40,139.0,0.0,0.0
41,41,140.0,0.0,0.0
42,42,141.0,0.0,0.0
43,43,145.0,0.0,0.0
44,44,151.0,0.0,0.0
45,45,151.0,0.5,0.0
46,46,152.0,0.0,0.0
47,47,154.0,0.0,0.0
48,48,162.0,0.0,0.0
49,49,170.0,0.0,0.0
50,50,172.0,0.0,0.0
51,51,174.0,0.0,0.0
52,52,180.0,0.0,0.0
53,53,182.0,0.0,0.0
54,54,191.0,0.0,0.0
55,55,206.5,0.0,0.0
56,56,210.5,0.0,0.0
57,57,215.0,0.0,0.0
58,58,215.0,0.5,0.0
59,59,218.0,0.0,0.0
60,60,222.0,0.0,0.0
61,61,226.0,0.0,0.0
62,62,228.0,0.0,0.0
63,63,229.0,0.0,0.0
64,64,231.0,0.0,0.0
65,65,232.0,0.0,0.0
66,66,233.0,0.0,0.0
67,67,234.0,0.0,0.0
68,68,234.5,0.0,0.0
69,69,236.0,0.0,0.0
70,70,236.5,0.0,0.0
71,71,237.0,0.0,0.0
72,72,237.5,0.0,0.0
73,73,238.0,0.0,0.0
74,74,244.0,0.0,0.0
75,75,247.5,0.0,0.0
76,76,248.5,0.0,0.0
77,77,249.5,0.0,0.0
78,78,250.5,0.0,0.0
79,79,254.5,0.0,0.0
80,80,258.5,0.0,0.0
81,81,262.0,0.0,0.0
82,82,263.0,0.0,0.0
83,83,264.0,0.0,0.0
84,84,265.0,0.0,0.0
85,85,266.0,0.0,0.0
86,86,268.0,0.5,0.0
87,87,268.0,1.5,0.0
88,88,269.0,0.0,0.0
89,89,272.0,0.0,0.0
90,90,274.0,0.0,0.0
91,91,276.0,0.0,0.0
92,92,280.0,0.0,0.0
93,93,284.0,0.0,0.0
94,94,288.0,0.0,0.0
95,95,290.0,0.0,0.0
96,96,296.5,0.0,0.0
97,97,304.5,0.0,0.0
98,98,315.0,0.0,0.0
