,src,des
0,0,0
1,1,2
2,3,13
3,4,15
4,6,26
5,6,27
6,7,58
7,8,60
8,9,68
9,10,81
10,11,82
11,11,83
12,12,86
13,12,87
14,13,88
15,14,89
16,14,90
17,15,93
18,15,94
19,16,95
20,17,131
21,18,161
22,19,163
23,21,174
24,22,176
25,24,219
26,25,221
27,26,229
28,27,242
29,28,243
30,28,244
31,29,247
32,29,248
33,30,249
34,31,250
35,31,251
36,32,254
37,32,255
38,33,256
39,34,271
40,35,272
41,38,337
42,39,345
43,39,346
44,39,347
45,40,351
46,41,365
47,42,380
48,42,381
49,43,427
50,43,428
51,44,431
52,44,432
53,45,442
54,45,443
55,47,468
56,48,477
57,49,487
58,50,497
59,51,507
60,54,539
61,57,604
62,58,612
63,58,613
64,58,614
65,59,618
66,60,632
67,61,694
68,61,695
69,62,698
70,62,699
71,63,709
72,63,710
73,65,735
