,nid,pitch,onset,duration,ts,label
0,0,69,0.0,0.375,3,0
1,1,65,0.375,0.125,3,0
2,2,70,0.5,0.375,3,0
3,3,67,0.875,0.125,3,0
4,4,72,1.0,0.75,3,0
5,5,57,1.0,0.75,3,0
6,6,53,1.0,1.5,3,0
7,7,69,1.75,0.25,3,0
8,8,60,1.75,0.25,3,0
9,9,65,2.0,0.5,3,0
10,10,57,2.0,0.5,3,0
11,11,74,3.0,0.375,3,0
12,12,70,3.375,0.125,3,0
13,13,76,3.5,0.375,3,0
14,14,72,3.875,0.125,3,0
15,15,77,4.0,0.75,3,0
16,16,60,4.0,0.75,3,0
17,17,57,4.0,1.5,3,0
18,18,72,4.75,0.25,3,0
19,19,65,4.75,0.25,3,0
20,20,69,5.0,0.5,3,0
21,21,60,5.0,0.5,3,0
22,22,77,6.0,0.375,3,0
23,23,72,6.375,0.125,3,0
24,24,79,6.5,0.375,3,0
25,25,76,6.875,0.125,3,0
26,26,81,7.0,0.375,3,0
27,27,79,7.375,0.125,3,0
28,28,77,7.5,0.375,3,0
29,29,76,7.875,0.125,3,0
30,30,77,8.0,0.375,3,0
31,31,72,8.375,0.125,3,0
32,32,74,8.5,0.375,3,0
33,33,53,8.5,0.5,3,0
34,34,57,8.5,0.5,3,0
35,35,69,8.875,0.125,3,0
36,36,62,9.0,0.5,3,0
37,37,72,9.0,0.5,3,0
38,38,55,9.0,0.5,3,0
39,39,64,9.5,0.5,3,0
40,40,70,9.5,0.5,3,0
41,41,48,9.5,0.5,3,0
42,42,65,10.0,0.5,3,0
43,43,69,10.0,0.5,3,0
44,44,53,10.0,0.5,3,0
45,45,69,11.0,0.25,3,0
46,46,70,11.25,0.25,3,0
47,47,71,11.5,0.25,3,0
48,48,72,11.75,0.25,3,0
49,49,65,12.0,0.75,3,0
50,50,57,12.0,1.0,3,0
51,51,48,12.0,1.5,3,0
52,52,67,12.75,0.125,3,1
53,53,65,12.875,0.125,3,0
54,54,64,13.0,0.5,3,0
55,55,55,13.0,0.5,3,0
56,56,58,13.5,0.5,3,0
57,57,76,13.75,0.25,3,0
58,58,79,14.0,0.25,3,0
59,59,57,14.0,0.5,3,0
60,60,77,14.25,0.25,3,0
61,61,76,14.5,0.25,3,0
62,62,57,14.5,0.5,3,0
63,63,53,14.5,0.5,3,0
64,64,74,14.75,0.25,3,0
65,65,72,15.0,0.75,3,0
66,66,62,15.0,1.5,3,0
67,67,55,15.0,1.5,3,0
68,68,74,15.75,0.125,3,0
69,69,72,15.875,0.125,3,0
70,70,71,16.0,0.5,3,0
71,71,61,16.5,0.5,3,0
72,72,53,16.5,0.5,3,0
73,73,70,16.75,0.25,3,0
