,src,des
0,5,1
1,6,1
2,9,1
3,15,2
4,16,2
5,19,2
6,41,3
7,42,3
8,43,3
9,55,4
10,56,4
11,57,4
12,69,5
13,70,5
14,71,5
15,92,6
16,93,6
17,94,6
18,95,7
19,97,7
20,98,8
21,100,8
22,101,9
23,103,9
24,104,10
25,106,10
26,107,11
27,109,11
28,110,12
29,112,12
30,113,13
31,115,13
32,153,14
33,163,14
34,164,14
35,165,14
36,178,15
37,179,15
38,180,15
39,181,16
40,191,16
41,192,16
42,193,16
43,222,17
44,223,17
45,224,17
46,225,18
47,226,17
48,227,19
49,228,18
50,252,20
51,256,20
52,283,21
53,287,21
54,290,22
55,291,23
56,293,23
57,294,24
58,296,24
59,297,25
60,299,25
61,300,26
62,302,26
63,303,27
64,305,27
65,306,28
66,308,28
67,309,29
68,311,29
69,312,30
70,314,30
71,315,31
72,317,31
73,318,32
74,320,32
75,321,33
76,323,33
77,324,34
78,326,34
79,327,35
80,329,35
81,330,36
82,332,36
83,333,37
84,335,37
85,340,38
86,341,38
87,346,38
88,357,39
89,358,39
90,359,39
91,443,40
92,444,41
93,446,41
94,449,42
95,457,43
96,458,43
97,460,44
98,476,45
99,477,45
100,478,46
101,480,46
102,483,47
103,491,48
104,492,48
105,494,49
106,516,50
107,517,50
108,534,51
109,540,51
110,544,52
111,545,52
112,551,52
113,555,53
114,556,53
115,562,53
116,574,54
117,575,54
118,576,54
119,577,54
120,578,54
121,579,54
122,581,54
123,582,54
124,583,54
125,584,54
126,585,54
127,586,54
128,587,54
129,588,54
130,589,54
131,590,54
132,591,54
133,592,54
134,593,54
135,594,54
136,595,54
137,596,54
138,601,55
139,602,55
140,605,55
141,611,56
142,612,56
143,615,56
144,637,57
145,638,57
146,639,57
147,651,58
148,652,58
149,653,58
150,665,59
151,666,59
152,667,59
153,688,60
154,689,60
155,690,60
156,691,61
157,693,62
158,694,63
159,695,63
160,697,64
161,698,65
162,699,65
163,701,66
164,702,67
165,703,67
166,705,68
167,706,69
168,707,69
169,709,70
170,710,71
171,711,71
172,713,72
173,714,73
174,715,73
175,769,74
176,771,74
177,772,74
178,773,74
179,774,76
180,775,76
181,780,76
182,781,76
183,782,77
184,783,77
185,788,77
186,789,77
187,790,78
188,791,78
189,796,78
190,797,78
191,798,79
192,799,79
193,804,79
194,805,79
195,806,80
196,807,80
197,808,80
198,810,81
199,812,82
200,820,83
201,821,83
202,822,83
203,823,83
204,839,84
205,839,85
206,840,84
207,840,85
208,841,84
209,841,85
210,842,84
211,842,85
212,843,84
213,843,85
214,844,84
215,844,85
216,845,84
217,845,85
218,846,84
219,846,85
220,847,87
221,848,87
222,851,88
223,852,88
224,853,89
225,854,89
226,855,89
227,858,90
228,859,90
229,868,91
230,869,91
231,870,91
232,876,92
233,877,92
234,878,92
235,879,92
236,880,92
237,884,93
238,885,93
239,886,93
240,887,94
241,888,94
242,889,94
243,890,94
244,891,94
245,892,94
246,893,94
247,894,94
248,900,98
249,901,98
250,904,98
251,910,99
252,911,99
253,914,99
254,936,100
255,937,100
256,938,100
257,940,101
258,950,102
259,951,102
260,952,102
261,964,103
262,965,103
263,966,103
264,987,104
265,988,104
266,989,104
267,990,105
